Purchasing Document Number	Item Number of Purchasing Document	Order Number	Order Type	Purchasing group	Net price in purchasing document (in doc	Price Unit	Storage Location	Short text	Name 1	Created on	Item delivery date	Scheduled quantity	Quantity of goods received	Open GR	EOW	WK	ReqDate	ReqQty	ComDate	ComQty	Comp GI Loc	Component	Comp GI Plant	Comp Qty	Base Unit of Measure	MX_SKU	ITEM_FAMILY	ITEM_TYPE	Requirement Tracking Number	Statistics-Relevant Delivery Date
0072928794	00010	000006305752	ZP58	M02	60240.00	1000	JBL1	900-9X766-003N-SQ0	JABIL CIRCUIT INDIA PRIVATE	09/24/2024	10/01/2024	2.000	0.000	2.000	10/06/2024	202440	10/01/2024	2.000	10/01/2024	2.000	JBL1	SFG513658	8020	2.000		MCX75310AAS-NEAT	AD	GREMLIN 7		10/01/2024
0072937276	00010	000006325230	ZP50	M02	56516.67	1000	JBL1	900-9X767-013N-DS1	JABIL CIRCUIT INDIA PRIVATE	10/03/2024	08/22/2025	3.000	0.000	3.000	08/24/2025	202534	08/22/2025	3.000	08/22/2025	3.000	JBL1	SFG414095	8020	3.000		0GJDG3	AD	GREMLIN BIF 7		10/11/2024
0072946958	00040	000006428119	ZP58	M02	57140.00	1000	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/26/2024	12/03/2024	20.000	4.000	16.000	12/08/2024	202449	12/03/2024	20.000	12/03/2024	20.000	JBL1	CX07-INT-B1LP-A0	8020	20.000		SFG004948	AD	DIABLO 7		11/27/2024
0072946958	00050	000006539041	ZP58	M02	57140.00	1000	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/18/2025	01/31/2025	6.000	0.000	6.000	02/02/2025	202505	01/31/2025	6.000	01/31/2025	6.000	JBL1	CX07-INT-B1LP-A0	8020	6.000		SFG004948	AD	DIABLO 7		01/20/2025
0072969032	00010	000006396133	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	06/20/2025	20.000	0.000	20.000	06/22/2025	202525	06/20/2025	20.000	06/20/2025	20.000	JBL1	CX07-INT-B1LP-A0	8020	20.000		SFG004948	AD	DIABLO 7		06/22/2025
0072969032	00011	000006407960	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	07/18/2025	318.000	0.000	318.000	07/20/2025	202529	07/18/2025	318.000	07/18/2025	318.000	JBL1	CX07-INT-B1LP-A0	8020	318.000		SFG004948	AD	DIABLO 7		07/20/2025
0072969032	00014	000006535446	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	06/13/2025	29.000	0.000	29.000	06/15/2025	202524	06/13/2025	29.000	06/13/2025	29.000	JBL1	CX07-INT-B1LP-A0	8020	29.000		SFG004948	AD	DIABLO 7		06/15/2025
0072969032	00015	000006535448	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	07/11/2025	8.000	0.000	8.000	07/13/2025	202528	07/11/2025	8.000	07/11/2025	8.000	JBL1	CX07-INT-B1LP-A0	8020	8.000		SFG004948	AD	DIABLO 7		07/13/2025
0072969032	00016	000006555083	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	07/11/2025	6.000	0.000	6.000	07/13/2025	202528	07/11/2025	6.000	07/11/2025	6.000	JBL1	CX07-INT-B1LP-A0	8020	6.000		SFG004948	AD	DIABLO 7		07/13/2025
0072969033	00010	000006396134	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	05/30/2025	123.000	0.000	123.000	06/01/2025	202522	05/30/2025	123.000	05/30/2025	123.000	JBL1	CX07-INT-B1LP-A0	8020	123.000		SFG004948	AD	DIABLO 7		06/01/2025
0072969033	00012	000006464101	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	07/04/2025	201.000	0.000	201.000	07/06/2025	202527	07/04/2025	201.000	07/04/2025	201.000	JBL1	CX07-INT-B1LP-A0	8020	201.000		SFG004948	AD	DIABLO 7		07/06/2025
0072969033	00013	000006480576	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/19/2024	06/06/2025	210.000	0.000	210.000	06/08/2025	202523	06/06/2025	210.000	06/06/2025	210.000	JBL1	CX07-INT-B1LP-A0	8020	210.000		SFG004948	AD	DIABLO 7		06/08/2025
0072969033	00014	000006506697	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	07/11/2025	1.000	0.000	1.000	07/13/2025	202528	07/11/2025	1.000	07/11/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004948	AD	DIABLO 7		07/13/2025
0072969034	00010	000006396135	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	05/02/2025	154.000	0.000	154.000	05/04/2025	202518	05/02/2025	154.000	05/02/2025	154.000	JBL1	CX07-INT-B1LP-A0	8020	154.000		SFG004948	AD	DIABLO 7		05/04/2025
0072969034	00011	000006407961	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	05/09/2025	37.000	0.000	37.000	05/11/2025	202519	05/09/2025	37.000	05/09/2025	37.000	JBL1	CX07-INT-B1LP-A0	8020	37.000		SFG004948	AD	DIABLO 7		05/11/2025
0072969034	00012	000006437931	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	05/09/2025	79.000	0.000	79.000	05/11/2025	202519	05/09/2025	79.000	05/09/2025	79.000	JBL1	CX07-INT-B1LP-A0	8020	79.000		SFG004948	AD	DIABLO 7		05/11/2025
0072969034	00016	000006535371	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	04/25/2025	111.000	0.000	111.000	04/27/2025	202517	04/25/2025	111.000	04/25/2025	111.000	JBL1	CX07-INT-B1LP-A0	8020	111.000		SFG004948	AD	DIABLO 7		04/27/2025
0072969035	00010	000006396136	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	04/18/2025	234.000	0.000	234.000	04/20/2025	202516	04/18/2025	234.000	04/18/2025	234.000	JBL1	CX07-INT-B1LP-A0	8020	234.000		SFG004948	AD	DIABLO 7		04/20/2025
0072969035	00012	000006535372	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	04/04/2025	16.000	0.000	16.000	04/06/2025	202514	04/04/2025	16.000	04/04/2025	16.000	JBL1	CX07-INT-B1LP-A0	8020	16.000		SFG004948	AD	DIABLO 7		04/06/2025
0072969036	00010	000006396137	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	05/09/2025	1.000	0.000	1.000	05/11/2025	202519	05/09/2025	1.000	05/09/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004948	AD	DIABLO 7		05/11/2025
0072969036	00012	000006480611	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/19/2024	04/25/2025	18.000	0.000	18.000	04/27/2025	202517	04/25/2025	18.000	04/25/2025	18.000	JBL1	CX07-INT-B1LP-A0	8020	18.000		SFG004948	AD	DIABLO 7		04/27/2025
0072969037	00010	000006396138	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	04/18/2025	109.000	0.000	109.000	04/20/2025	202516	04/18/2025	109.000	04/18/2025	109.000	JBL1	CX07-INT-B1LP-A0	8020	109.000		SFG004948	AD	DIABLO 7		04/20/2025
0072969038	00010	000006396139	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/28/2025	113.000	0.000	113.000	03/30/2025	202513	03/28/2025	113.000	03/28/2025	113.000	JBL1	CX07-INT-B1LP-A0	8020	113.000		SFG004948	AD	DIABLO 7		03/30/2025
0072969038	00011	000006407997	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	05/09/2025	9.000	0.000	9.000	05/11/2025	202519	05/09/2025	9.000	05/09/2025	9.000	JBL1	CX07-INT-B1LP-A0	8020	9.000		SFG004948	AD	DIABLO 7		05/11/2025
0072969038	00012	000006419609	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	05/09/2025	3.000	0.000	3.000	05/11/2025	202519	05/09/2025	3.000	05/09/2025	3.000	JBL1	CX07-INT-B1LP-A0	8020	3.000		SFG004948	AD	DIABLO 7		05/11/2025
0072969038	00013	000006437965	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	05/09/2025	84.000	0.000	84.000	05/11/2025	202519	05/09/2025	84.000	05/09/2025	84.000	JBL1	CX07-INT-B1LP-A0	8020	84.000		SFG004948	AD	DIABLO 7		05/11/2025
0072969038	00018	000006464431	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	03/28/2025	71.000	0.000	71.000	03/30/2025	202513	03/28/2025	71.000	03/28/2025	71.000	JBL1	CX07-INT-B1LP-A0	8020	71.000		SFG004948	AD	DIABLO 7		03/30/2025
0072969038	00019	000006535330	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	03/21/2025	43.000	0.000	43.000	03/23/2025	202512	03/21/2025	43.000	03/21/2025	43.000	JBL1	CX07-INT-B1LP-A0	8020	43.000		SFG004948	AD	DIABLO 7		03/23/2025
0072969039	00010	000006396140	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/28/2025	74.000	0.000	74.000	03/30/2025	202513	03/28/2025	74.000	03/28/2025	74.000	JBL1	CX07-INT-B1LP-A0	8020	74.000		SFG004948	AD	DIABLO 7		03/30/2025
0072969039	00011	000006419645	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	04/25/2025	2.000	0.000	2.000	04/27/2025	202517	04/25/2025	2.000	04/25/2025	2.000	JBL1	CX07-INT-B1LP-A0	8020	2.000		SFG004948	AD	DIABLO 7		04/27/2025
0072969039	00012	000006437907	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	05/09/2025	16.000	0.000	16.000	05/11/2025	202519	05/09/2025	16.000	05/09/2025	16.000	JBL1	CX07-INT-B1LP-A0	8020	16.000		SFG004948	AD	DIABLO 7		05/11/2025
0072969039	00016	000006506650	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	05/09/2025	1.000	0.000	1.000	05/11/2025	202519	05/09/2025	1.000	05/09/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004948	AD	DIABLO 7		05/11/2025
0072969040	00010	000006396141	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	04/18/2025	40.000	0.000	40.000	04/20/2025	202516	04/18/2025	40.000	04/18/2025	40.000	JBL1	CX07-INT-B1LP-A0	8020	40.000		SFG004948	AD	DIABLO 7		04/20/2025
0072969041	00010	000006396142	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/28/2025	148.000	0.000	148.000	03/30/2025	202513	03/28/2025	148.000	03/28/2025	148.000	JBL1	CX07-INT-B1LP-A0	8020	148.000		SFG004948	AD	DIABLO 7		03/30/2025
0072969042	00010	000006396143	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	04/04/2025	5.000	0.000	5.000	04/06/2025	202514	04/04/2025	5.000	04/04/2025	5.000	JBL1	CX07-INT-B1LP-A0	8020	5.000		SFG004948	AD	DIABLO 7		04/06/2025
0072969042	00011	000006408162	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	04/25/2025	27.000	0.000	27.000	04/27/2025	202517	04/25/2025	27.000	04/25/2025	27.000	JBL1	CX07-INT-B1LP-A0	8020	27.000		SFG004948	AD	DIABLO 7		04/27/2025
0072969042	00012	000006419626	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	04/04/2025	3.000	0.000	3.000	04/06/2025	202514	04/04/2025	3.000	04/04/2025	3.000	JBL1	CX07-INT-B1LP-A0	8020	3.000		SFG004948	AD	DIABLO 7		04/06/2025
0072969042	00016	000006480630	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/19/2024	04/04/2025	19.000	0.000	19.000	04/06/2025	202514	04/04/2025	19.000	04/04/2025	19.000	JBL1	CX07-INT-B1LP-A0	8020	19.000		SFG004948	AD	DIABLO 7		04/06/2025
0072969042	00017	000006535239	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	03/28/2025	86.000	0.000	86.000	03/30/2025	202513	03/28/2025	86.000	03/28/2025	86.000	JBL1	CX07-INT-B1LP-A0	8020	86.000		SFG004948	AD	DIABLO 7		03/30/2025
0072969043	00010	000006396144	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	04/04/2025	215.000	0.000	215.000	04/06/2025	202514	04/04/2025	215.000	04/04/2025	215.000	JBL1	CX07-INT-B1LP-A0	8020	215.000		SFG004948	AD	DIABLO 7		04/06/2025
0072969044	00010	000006396145	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/14/2025	194.000	0.000	194.000	03/16/2025	202511	03/14/2025	194.000	03/14/2025	194.000	JBL1	CX07-INT-B1LP-A0	8020	194.000		SFG004948	AD	DIABLO 7		03/16/2025
0072969045	00010	000006396146	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/14/2025	78.000	0.000	78.000	03/16/2025	202511	03/14/2025	78.000	03/14/2025	78.000	JBL1	CX07-INT-B1LP-A0	8020	78.000		SFG004948	AD	DIABLO 7		03/16/2025
0072969046	00010	000006396147	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/21/2025	16.000	0.000	16.000	03/23/2025	202512	03/21/2025	16.000	03/21/2025	16.000	JBL1	CX07-INT-B1LP-A0	8020	16.000		SFG004948	AD	DIABLO 7		03/23/2025
0072969046	00012	000006535447	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	03/14/2025	54.000	0.000	54.000	03/16/2025	202511	03/14/2025	54.000	03/14/2025	54.000	JBL1	CX07-INT-B1LP-A0	8020	54.000		SFG004948	AD	DIABLO 7		03/16/2025
0072969047	00010	000006396148	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/21/2025	32.000	0.000	32.000	03/23/2025	202512	03/21/2025	32.000	03/21/2025	32.000	JBL1	CX07-INT-B1LP-A0	8020	32.000		SFG004948	AD	DIABLO 7		03/23/2025
0072969047	00011	000006437950	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	04/25/2025	20.000	0.000	20.000	04/27/2025	202517	04/25/2025	20.000	04/25/2025	20.000	JBL1	CX07-INT-B1LP-A0	8020	20.000		SFG004948	AD	DIABLO 7		04/27/2025
0072969048	00010	000006396149	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/21/2025	52.000	0.000	52.000	03/23/2025	202512	03/21/2025	52.000	03/21/2025	52.000	JBL1	CX07-INT-B1LP-A0	8020	52.000		SFG004948	AD	DIABLO 7		03/23/2025
0072969049	00010	000006396150	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/21/2025	98.000	0.000	98.000	03/23/2025	202512	03/21/2025	98.000	03/21/2025	98.000	JBL1	CX07-INT-B1LP-A0	8020	98.000		SFG004948	AD	DIABLO 7		03/23/2025
0072969050	00010	000006396151	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/21/2025	210.000	0.000	210.000	03/23/2025	202512	03/21/2025	210.000	03/21/2025	210.000	JBL1	CX07-INT-B1LP-A0	8020	210.000		SFG004948	AD	DIABLO 7		03/23/2025
0072969050	00011	000006407974	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	03/07/2025	234.000	0.000	234.000	03/09/2025	202510	03/07/2025	234.000	03/07/2025	234.000	JBL1	CX07-INT-B1LP-A0	8020	234.000		SFG004948	AD	DIABLO 7		03/02/2025
0072969050	00014	000006464289	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	03/21/2025	24.000	0.000	24.000	03/23/2025	202512	03/21/2025	24.000	03/21/2025	24.000	JBL1	CX07-INT-B1LP-A0	8020	24.000		SFG004948	AD	DIABLO 7		03/23/2025
0072969051	00010	000006396152	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/07/2025	76.000	0.000	76.000	03/09/2025	202510	03/07/2025	76.000	03/07/2025	76.000	JBL1	CX07-INT-B1LP-A0	8020	76.000		SFG004948	AD	DIABLO 7		03/02/2025
0072969052	00010	000006396153	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/21/2025	2.000	0.000	2.000	03/23/2025	202512	03/21/2025	2.000	03/21/2025	2.000	JBL1	CX07-INT-B1LP-A0	8020	2.000		SFG004948	AD	DIABLO 7		03/23/2025
0072969052	00011	000006419434	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	04/25/2025	1.000	0.000	1.000	04/27/2025	202517	04/25/2025	1.000	04/25/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004948	AD	DIABLO 7		04/27/2025
0072969052	00014	000006506845	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	04/04/2025	1.000	0.000	1.000	04/06/2025	202514	04/04/2025	1.000	04/04/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004948	AD	DIABLO 7		04/06/2025
0072969053	00010	000006396154	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/07/2025	72.000	0.000	72.000	03/09/2025	202510	03/07/2025	72.000	03/07/2025	72.000	JBL1	CX07-INT-B1LP-A0	8020	72.000		SFG004948	AD	DIABLO 7		03/02/2025
0072969054	00010	000006396155	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	04/04/2025	24.000	0.000	24.000	04/06/2025	202514	04/04/2025	24.000	04/04/2025	24.000	JBL1	CX07-INT-B1LP-A0	8020	24.000		SFG004948	AD	DIABLO 7		04/06/2025
0072969054	00012	000006480115	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/19/2024	03/28/2025	7.000	0.000	7.000	03/30/2025	202513	03/28/2025	7.000	03/28/2025	7.000	JBL1	CX07-INT-B1LP-A0	8020	7.000		SFG004948	AD	DIABLO 7		03/30/2025
0072969055	00010	000006396156	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/21/2025	23.000	0.000	23.000	03/23/2025	202512	03/21/2025	23.000	03/21/2025	23.000	JBL1	CX07-INT-B1LP-A0	8020	23.000		SFG004948	AD	DIABLO 7		03/23/2025
0072969055	00011	000006438032	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	04/04/2025	5.000	0.000	5.000	04/06/2025	202514	04/04/2025	5.000	04/04/2025	5.000	JBL1	CX07-INT-B1LP-A0	8020	5.000		SFG004948	AD	DIABLO 7		04/06/2025
0072969055	00014	000006480631	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	12/19/2024	03/14/2025	20.000	0.000	20.000	03/16/2025	202511	03/14/2025	20.000	03/14/2025	20.000	JBL1	CX07-INT-B1LP-A0	8020	20.000		SFG004948	AD	DIABLO 7		03/16/2025
0072969055	00015	000006506844	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	03/28/2025	1.000	0.000	1.000	03/30/2025	202513	03/28/2025	1.000	03/28/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004948	AD	DIABLO 7		03/30/2025
0072969056	00010	000006396157	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	11/10/2024	03/07/2025	62.000	0.000	62.000	03/09/2025	202510	03/07/2025	62.000	03/07/2025	62.000	JBL1	CX07-INT-B1LP-A0	8020	62.000		SFG004948	AD	DIABLO 7		03/02/2025
0072969056	00012	000006506824	ZP50	M02	0.00	1	JBL1	SFG004948	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	02/28/2025	230.000	0.000	230.000	03/02/2025	202509	02/28/2025	230.000	02/28/2025	230.000	JBL1	CX07-INT-B1LP-A0	8020	230.000		SFG004948	AD	DIABLO 7		02/23/2025
