Purchasing Document Number	Item Number of Purchasing Document	Order Number	Order Type	Purchasing group	Net price in purchasing document (in doc	Price Unit	Storage Location	Short text	Name 1	Created on	Item delivery date	Scheduled quantity	Quantity of goods received	Open GR	EOW	WK	ReqDate	ReqQty	ComDate	ComQty	Comp GI Loc	Component	Comp GI Plant	Comp Qty	Base Unit of Measure	MX_SKU	ITEM_FAMILY	ITEM_TYPE	Requirement Tracking Number	Statistics-Relevant Delivery Date
0072817143	00073	000006463922	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	04/11/2025	8.000	0.000	8.000	04/13/2025	202515	04/11/2025	8.000	04/11/2025	8.000	JBL1	MT28908A0-YCCF-HVM	8020	8.000		SFG003484	AD	AMBER 6		04/13/2025
0072817143	00075	000006506419	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	04/11/2025	15.000	0.000	15.000	04/13/2025	202515	04/11/2025	15.000	04/11/2025	15.000	JBL1	MT28908A0-YCCF-HVM	8020	15.000		SFG003484	AD	AMBER 6		03/09/2025
0072817143	00076	000006506420	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	04/18/2025	123.000	0.000	123.000	04/20/2025	202516	04/18/2025	123.000	04/18/2025	123.000	JBL1	MT28908A0-YCCF-HVM	8020	123.000		SFG003484	AD	AMBER 6		04/13/2025
0072817143	00078	000006535184	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	04/11/2025	39.000	0.000	39.000	04/13/2025	202515	04/11/2025	39.000	04/11/2025	39.000	JBL1	MT28908A0-YCCF-HVM	8020	39.000		SFG003484	AD	AMBER 6		02/23/2025
0072817143	00079	000006535185	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	04/18/2025	8.000	0.000	8.000	04/20/2025	202516	04/18/2025	8.000	04/18/2025	8.000	JBL1	MT28908A0-YCCF-HVM	8020	8.000		SFG003484	AD	AMBER 6		03/16/2025
0072817143	00080	000006535186	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	04/18/2025	11.000	0.000	11.000	04/20/2025	202516	04/18/2025	11.000	04/18/2025	11.000	JBL1	MT28908A0-YCCF-HVM	8020	11.000		SFG003484	AD	AMBER 6		03/30/2025
0072817143	00081	000006554336	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	04/11/2025	40.000	0.000	40.000	04/13/2025	202515	04/11/2025	40.000	04/11/2025	40.000	JBL1	MT28908A0-YCCF-HVM	8020	40.000		SFG003484	AD	AMBER 6		02/16/2025
0072817153	00015	000006397776	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	11/11/2024	01/16/2026	30.000	0.000	30.000	01/18/2026	202603	01/16/2026	30.000	01/16/2026	30.000	JBL1	MT28928A0-XCCF-CE	8020	32.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00010	000006081680	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	05/19/2024	01/16/2026	704.000	0.000	704.000	01/18/2026	202603	01/16/2026	704.000	01/16/2026	704.000	JBL1	MT28928A0-XCCF-CE	8020	704.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00013	000006116732	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	06/10/2024	01/16/2026	9.000	0.000	9.000	01/18/2026	202603	01/16/2026	9.000	01/16/2026	9.000	JBL1	MT28928A0-XCCF-CE	8020	9.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00017	000006140933	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	06/24/2024	01/16/2026	12.000	0.000	12.000	01/18/2026	202603	01/16/2026	12.000	01/16/2026	12.000	JBL1	MT28928A0-XCCF-CE	8020	12.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00018	000006161063	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	07/08/2024	01/16/2026	4.000	0.000	4.000	01/18/2026	202603	01/16/2026	4.000	01/16/2026	4.000	JBL1	MT28928A0-XCCF-CE	8020	4.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00019	000006173371	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	07/15/2024	01/16/2026	1076.000	0.000	1076.000	01/18/2026	202603	01/16/2026	1076.000	01/16/2026	1076.000	JBL1	MT28928A0-XCCF-CE	8020	1076.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00022	000006180787	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	07/19/2024	01/16/2026	1.000	0.000	1.000	01/18/2026	202603	01/16/2026	1.000	01/16/2026	1.000	JBL1	MT28928A0-XCCF-CE	8020	1.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00023	000006180789	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	07/19/2024	01/16/2026	1.000	0.000	1.000	01/18/2026	202603	01/16/2026	1.000	01/16/2026	1.000	JBL1	MT28928A0-XCCF-CE	8020	1.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00024	000006180791	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	07/19/2024	01/16/2026	1.000	0.000	1.000	01/18/2026	202603	01/16/2026	1.000	01/16/2026	1.000	JBL1	MT28928A0-XCCF-CE	8020	1.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00025	000006180796	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	07/19/2024	01/16/2026	8.000	0.000	8.000	01/18/2026	202603	01/16/2026	8.000	01/16/2026	8.000	JBL1	MT28928A0-XCCF-CE	8020	8.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00027	000006219422	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	08/08/2024	01/16/2026	71.000	0.000	71.000	01/18/2026	202603	01/16/2026	71.000	01/16/2026	71.000	JBL1	MT28928A0-XCCF-CE	8020	71.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00028	000006232069	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	08/15/2024	01/16/2026	94.000	0.000	94.000	01/18/2026	202603	01/16/2026	94.000	01/16/2026	94.000	JBL1	MT28928A0-XCCF-CE	8020	94.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00030	000006232073	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	08/15/2024	01/16/2026	8.000	0.000	8.000	01/18/2026	202603	01/16/2026	8.000	01/16/2026	8.000	JBL1	MT28928A0-XCCF-CE	8020	8.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00033	000006266462	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/02/2024	01/16/2026	279.000	0.000	279.000	01/18/2026	202603	01/16/2026	279.000	01/16/2026	279.000	JBL1	MT28928A0-XCCF-CE	8020	279.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00034	000006286456	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/13/2024	01/16/2026	62.000	0.000	62.000	01/18/2026	202603	01/16/2026	62.000	01/16/2026	62.000	JBL1	MT28928A0-XCCF-CE	8020	62.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00035	000006286457	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/13/2024	01/16/2026	237.000	0.000	237.000	01/18/2026	202603	01/16/2026	237.000	01/16/2026	237.000	JBL1	MT28928A0-XCCF-CE	8020	237.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00036	000006286459	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/13/2024	01/16/2026	187.000	0.000	187.000	01/18/2026	202603	01/16/2026	187.000	01/16/2026	187.000	JBL1	MT28928A0-XCCF-CE	8020	187.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00037	000006286461	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/13/2024	01/16/2026	688.000	0.000	688.000	01/18/2026	202603	01/16/2026	688.000	01/16/2026	688.000	JBL1	MT28928A0-XCCF-CE	8020	688.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00039	000006310110	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/26/2024	01/16/2026	8.000	0.000	8.000	01/18/2026	202603	01/16/2026	8.000	01/16/2026	8.000	JBL1	MT28928A0-XCCF-CE	8020	8.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00040	000006310112	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/26/2024	01/16/2026	908.000	0.000	908.000	01/18/2026	202603	01/16/2026	908.000	01/16/2026	908.000	JBL1	MT28928A0-XCCF-CE	8020	908.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00041	000006310116	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/26/2024	01/16/2026	1.000	0.000	1.000	01/18/2026	202603	01/16/2026	1.000	01/16/2026	1.000	JBL1	MT28928A0-XCCF-CE	8020	1.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00042	000006310119	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/26/2024	01/16/2026	389.000	0.000	389.000	01/18/2026	202603	01/16/2026	389.000	01/16/2026	389.000	JBL1	MT28928A0-XCCF-CE	8020	389.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00043	000006337373	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	01/16/2026	123.000	0.000	123.000	01/18/2026	202603	01/16/2026	123.000	01/16/2026	123.000	JBL1	MT28928A0-XCCF-CE	8020	123.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00044	000006337374	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	01/16/2026	5.000	0.000	5.000	01/18/2026	202603	01/16/2026	5.000	01/16/2026	5.000	JBL1	MT28928A0-XCCF-CE	8020	5.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00045	000006337375	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	01/16/2026	124.000	0.000	124.000	01/18/2026	202603	01/16/2026	124.000	01/16/2026	124.000	JBL1	MT28928A0-XCCF-CE	8020	124.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00046	000006337376	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	01/16/2026	55.000	0.000	55.000	01/18/2026	202603	01/16/2026	55.000	01/16/2026	55.000	JBL1	MT28928A0-XCCF-CE	8020	55.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072830883	00047	000006337378	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	01/16/2026	349.000	0.000	349.000	01/18/2026	202603	01/16/2026	349.000	01/16/2026	349.000	JBL1	MT28928A0-XCCF-CE	8020	349.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072831600	00010	000006082750	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	05/20/2024	04/18/2025	23.000	0.000	23.000	04/20/2025	202516	04/18/2025	23.000	04/18/2025	23.000	JBL1	MT28908A0-YCCF-HVM	8020	23.000		SFG003484	AD	AMBER 6		03/16/2025
0072831600	00015	000006116807	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	06/10/2024	04/18/2025	13.000	0.000	13.000	04/20/2025	202516	04/18/2025	13.000	04/18/2025	13.000	JBL1	MT28908A0-YCCF-HVM	8020	13.000		SFG003484	AD	AMBER 6		04/13/2025
0072831600	00016	000006140881	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	06/24/2024	04/18/2025	4.000	0.000	4.000	04/20/2025	202516	04/18/2025	4.000	04/18/2025	4.000	JBL1	MT28908A0-YCCF-HVM	8020	4.000		SFG003484	AD	AMBER 6		03/30/2025
0072831600	00018	000006193315	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	07/26/2024	04/18/2025	61.000	0.000	61.000	04/20/2025	202516	04/18/2025	61.000	04/18/2025	61.000	JBL1	MT28908A0-YCCF-HVM	8020	61.000		SFG003484	AD	AMBER 6		03/16/2025
0072831600	00025	000006287008	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	09/13/2024	04/18/2025	103.000	0.000	103.000	04/20/2025	202516	04/18/2025	103.000	04/18/2025	103.000	JBL1	MT28908A0-YCCF-HVM	8020	103.000		SFG003484	AD	AMBER 6		03/16/2025
0072831600	00028	000006287013	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	09/13/2024	04/18/2025	15.000	0.000	15.000	04/20/2025	202516	04/18/2025	15.000	04/18/2025	15.000	JBL1	MT28908A0-YCCF-HVM	8020	15.000		SFG003484	AD	AMBER 6		04/13/2025
0072831600	00029	000006310051	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	09/26/2024	04/11/2025	5.000	0.000	5.000	04/13/2025	202515	04/11/2025	5.000	04/11/2025	5.000	JBL1	MT28908A0-YCCF-HVM	8020	5.000		SFG003484	AD	AMBER 6		02/23/2025
0072831600	00030	000006310055	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	09/26/2024	04/25/2025	1.000	0.000	1.000	04/27/2025	202517	04/25/2025	1.000	04/25/2025	1.000	JBL1	MT28908A0-YCCF-HVM	8020	1.000		SFG003484	AD	AMBER 6		04/06/2025
0072831600	00033	000006323873	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	10/03/2024	04/18/2025	44.000	0.000	44.000	04/20/2025	202516	04/18/2025	44.000	04/18/2025	44.000	JBL1	MT28908A0-YCCF-HVM	8020	44.000		SFG003484	AD	AMBER 6		03/30/2025
0072831600	00036	000006337894	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	04/18/2025	11.000	0.000	11.000	04/20/2025	202516	04/18/2025	11.000	04/18/2025	11.000	JBL1	MT28908A0-YCCF-HVM	8020	11.000		SFG003484	AD	AMBER 6		04/13/2025
0072831600	00039	000006337898	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	04/25/2025	1.000	0.000	1.000	04/27/2025	202517	04/25/2025	1.000	04/25/2025	1.000	JBL1	MT28908A0-YCCF-HVM	8020	1.000		SFG003484	AD	AMBER 6		04/06/2025
0072831600	00047	000006365382	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	10/24/2024	04/18/2025	19.000	0.000	19.000	04/20/2025	202516	04/18/2025	19.000	04/18/2025	19.000	JBL1	MT28908A0-YCCF-HVM	8020	19.000		SFG003484	AD	AMBER 6		03/30/2025
0072831600	00049	000006379367	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	11/01/2024	04/18/2025	68.000	0.000	68.000	04/20/2025	202516	04/18/2025	68.000	04/18/2025	68.000	JBL1	MT28908A0-YCCF-HVM	8020	68.000		SFG003484	AD	AMBER 6		03/30/2025
0072831600	00051	000006390139	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	11/07/2024	04/25/2025	6.000	0.000	6.000	04/27/2025	202517	04/25/2025	6.000	04/25/2025	6.000	JBL1	MT28908A0-YCCF-HVM	8020	6.000		SFG003484	AD	AMBER 6		04/06/2025
0072831600	00052	000006390141	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	11/07/2024	04/18/2025	8.000	0.000	8.000	04/20/2025	202516	04/18/2025	8.000	04/18/2025	8.000	JBL1	MT28908A0-YCCF-HVM	8020	8.000		SFG003484	AD	AMBER 6		03/30/2025
0072831600	00057	000006407563	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	04/11/2025	11.000	0.000	11.000	04/13/2025	202515	04/11/2025	11.000	04/11/2025	11.000	JBL1	MT28908A0-YCCF-HVM	8020	11.000		SFG003484	AD	AMBER 6		03/09/2025
0072831600	00059	000006407567	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	04/25/2025	1.000	0.000	1.000	04/27/2025	202517	04/25/2025	1.000	04/25/2025	1.000	JBL1	MT28908A0-YCCF-HVM	8020	1.000		SFG003484	AD	AMBER 6		04/06/2025
0072831600	00061	000006419226	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	04/18/2025	19.000	0.000	19.000	04/20/2025	202516	04/18/2025	19.000	04/18/2025	19.000	JBL1	MT28908A0-YCCF-HVM	8020	19.000		SFG003484	AD	AMBER 6		03/30/2025
0072831600	00070	000006463713	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	04/18/2025	11.000	0.000	11.000	04/20/2025	202516	04/18/2025	11.000	04/18/2025	11.000	JBL1	MT28908A0-YCCF-HVM	8020	11.000		SFG003484	AD	AMBER 6		04/13/2025
0072831600	00071	000006463716	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	04/25/2025	50.000	0.000	50.000	04/27/2025	202517	04/25/2025	50.000	04/25/2025	50.000	JBL1	MT28908A0-YCCF-HVM	8020	50.000		SFG003484	AD	AMBER 6		04/06/2025
0072831600	00072	000006463720	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	04/11/2025	70.000	0.000	70.000	04/13/2025	202515	04/11/2025	70.000	04/11/2025	70.000	JBL1	MT28908A0-YCCF-HVM	8020	70.000		SFG003484	AD	AMBER 6		03/09/2025
0072831600	00074	000006463986	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	04/25/2025	71.000	0.000	71.000	04/27/2025	202517	04/25/2025	71.000	04/25/2025	71.000	JBL1	MT28908A0-YCCF-HVM	8020	71.000		SFG003484	AD	AMBER 6		04/06/2025
0072831600	00076	000006480311	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	12/19/2024	04/25/2025	56.000	0.000	56.000	04/27/2025	202517	04/25/2025	56.000	04/25/2025	56.000	JBL1	MT28908A0-YCCF-HVM	8020	56.000		SFG003484	AD	AMBER 6		04/06/2025
0072831600	00079	000006506562	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	04/25/2025	12.000	0.000	12.000	04/27/2025	202517	04/25/2025	12.000	04/25/2025	12.000	JBL1	MT28908A0-YCCF-HVM	8020	12.000		SFG003484	AD	AMBER 6		04/06/2025
0072831600	00081	000006519308	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	04/18/2025	23.000	0.000	23.000	04/20/2025	202516	04/18/2025	23.000	04/18/2025	23.000	JBL1	MT28908A0-YCCF-HVM	8020	23.000		SFG003484	AD	AMBER 6		03/30/2025
0072831600	00082	000006519309	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	04/11/2025	33.000	0.000	33.000	04/13/2025	202515	04/11/2025	33.000	04/11/2025	33.000	JBL1	MT28908A0-YCCF-HVM	8020	33.000		SFG003484	AD	AMBER 6		02/23/2025
0072831600	00083	000006534638	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	04/11/2025	32.000	0.000	32.000	04/13/2025	202515	04/11/2025	32.000	04/11/2025	32.000	JBL1	MT28908A0-YCCF-HVM	8020	32.000		SFG003484	AD	AMBER 6		03/09/2025
0072831600	00084	000006534640	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	04/18/2025	31.000	0.000	31.000	04/20/2025	202516	04/18/2025	31.000	04/18/2025	31.000	JBL1	MT28908A0-YCCF-HVM	8020	31.000		SFG003484	AD	AMBER 6		04/13/2025
0072831600	00085	000006554094	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	04/18/2025	11.000	0.000	11.000	04/20/2025	202516	04/18/2025	11.000	04/18/2025	11.000	JBL1	MT28908A0-YCCF-HVM	8020	11.000		SFG003484	AD	AMBER 6		03/30/2025
0072831600	00086	000006554095	ZP50	M12	0.00	1	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	04/25/2025	6.000	0.000	6.000	04/27/2025	202517	04/25/2025	6.000	04/25/2025	6.000	JBL1	MT28908A0-YCCF-HVM	8020	6.000		SFG003484	AD	AMBER 6		04/06/2025
0072838169	00019	000006206551	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	08/02/2024	01/16/2026	1.000	0.000	1.000	01/18/2026	202603	01/16/2026	1.000	01/16/2026	1.000	JBL1	MT28928A0-XCCF-CE	8020	1.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072838169	00020	000006219321	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	08/08/2024	01/16/2026	108.000	0.000	108.000	01/18/2026	202603	01/16/2026	108.000	01/16/2026	108.000	JBL1	MT28928A0-XCCF-CE	8020	108.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072838169	00023	000006232266	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	08/15/2024	01/16/2026	9.000	0.000	9.000	01/18/2026	202603	01/16/2026	9.000	01/16/2026	9.000	JBL1	MT28928A0-XCCF-CE	8020	9.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072838169	00027	000006287054	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	09/13/2024	01/16/2026	131.000	0.000	131.000	01/18/2026	202603	01/16/2026	131.000	01/16/2026	131.000	JBL1	MT28928A0-XCCF-CE	8020	131.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072838169	00028	000006337931	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	01/16/2026	45.000	0.000	45.000	01/18/2026	202603	01/16/2026	45.000	01/16/2026	45.000	JBL1	MT28928A0-XCCF-CE	8020	45.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072838169	00029	000006356669	ZP50	M12	0.00	1	JBL1	SFG113360	JABIL CIRCUIT INDIA PRIVATE	10/21/2024	01/16/2026	690.000	0.000	690.000	01/18/2026	202603	01/16/2026	690.000	01/16/2026	690.000	JBL1	MT28928A0-XCCF-CE	8020	690.000		SFG113360	AD	CHINOOK 6DX		01/18/2026
0072843245	00070	000006401284	ZP58	M12	48530.00	1000	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	11/12/2024	11/19/2024	5.000	3.000	2.000	11/24/2024	202447	11/19/2024	5.000	11/19/2024	5.000	JBL1	MT28908A0-YCCF-HVM	8020	5.000		SFG003484	AD	AMBER 6		11/13/2024
0072843245	00080	000006414782	ZP58	M12	48530.00	1000	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	11/19/2024	11/26/2024	1.000	0.000	1.000	12/01/2024	202448	11/26/2024	1.000	11/26/2024	1.000	JBL1	MT28908A0-YCCF-HVM	8020	1.000		SFG003484	AD	AMBER 6		11/20/2024
0072843245	00100	000006567139	ZP58	M12	48530.00	1000	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	02/01/2025	02/14/2025	6.000	0.000	6.000	02/16/2025	202507	02/14/2025	6.000	02/14/2025	6.000	JBL1	MT28908A0-YCCF-HVM	8020	6.000		SFG003484	AD	AMBER 6		02/03/2025
0072847485	00010	000006116301	ZP54	M12	56470.00	1000	JBLT	SFG613658	JABIL CIRCUIT INDIA PRIVATE	06/10/2024	05/09/2025	100.000	0.000	100.000	05/11/2025	202519	05/09/2025	100.000	05/09/2025	100.000	JBL1	CX07-INT-B1LP-A0	8020	100.000		SFG613658	AD	GREMLIN 7		07/01/2024
0072848342	00140	000006319925	ZP58	M12	55880.00	1000	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/01/2024	10/08/2024	3.000	0.000	3.000	10/13/2024	202441	10/08/2024	3.000	10/08/2024	3.000	JBL1	CX07-INT-B1LP-A0	8020	3.000		SFG004081	AD	DIABLO 7		10/02/2024
0072865725	00092	000006259807	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	08/29/2024	02/21/2025	32.000	0.000	32.000	02/23/2025	202508	02/21/2025	32.000	02/21/2025	32.000	JBL1	CX07-INT-B1LP-A0	8020	32.000		SFG004083	AD	DIABLO 7		02/16/2025
0072865725	00126	000006351271	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	10/17/2024	02/14/2025	223.000	0.000	223.000	02/16/2025	202507	02/14/2025	223.000	02/14/2025	223.000	JBL1	CX07-INT-B1LP-A0	8020	223.000		SFG004083	AD	DIABLO 7		02/16/2025
0072865725	00131	000006379272	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	11/01/2024	02/21/2025	70.000	0.000	70.000	02/23/2025	202508	02/21/2025	70.000	02/21/2025	70.000	JBL1	CX07-INT-B1LP-A0	8020	70.000		SFG004083	AD	DIABLO 7		02/16/2025
0072865725	00176	000006506421	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	02/21/2025	53.000	0.000	53.000	02/23/2025	202508	02/21/2025	53.000	02/21/2025	53.000	JBL1	CX07-INT-B1LP-A0	8020	53.000		SFG004083	AD	DIABLO 7		02/16/2025
0072865725	00179	000006519248	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	02/21/2025	1.000	0.000	1.000	02/23/2025	202508	02/21/2025	1.000	02/21/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004083	AD	DIABLO 7		02/16/2025
