Purchasing Document Number	Item Number of Purchasing Document	Order Number	Order Type	Purchasing group	Net price in purchasing document (in doc	Price Unit	Storage Location	Short text	Name 1	Created on	Item delivery date	Scheduled quantity	Quantity of goods received	Open GR	EOW	WK	ReqDate	ReqQty	ComDate	ComQty	Comp GI Loc	Component	Comp GI Plant	Comp Qty	Base Unit of Measure	MX_SKU	ITEM_FAMILY	ITEM_TYPE	Requirement Tracking Number	Statistics-Relevant Delivery Date
0073027627	00010	000006518833	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	06/06/2025	79.000	0.000	79.000	06/08/2025	202523	06/06/2025	79.000	06/06/2025	79.000	JBL1	CX07-INT-B1LP-A0	8020	79.000		SFG004083	AD	DIABLO 7		06/08/2025
0073027627	00011	000006535510	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	06/20/2025	468.000	0.000	468.000	06/22/2025	202525	06/20/2025	468.000	06/20/2025	468.000	JBL1	CX07-INT-B1LP-A0	8020	468.000		SFG004083	AD	DIABLO 7		06/15/2025
0073027627	00012	000006555051	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/27/2025	35.000	0.000	35.000	06/29/2025	202526	06/27/2025	35.000	06/27/2025	35.000	JBL1	CX07-INT-B1LP-A0	8020	35.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027627	00013	000006577659	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/27/2025	144.000	0.000	144.000	06/29/2025	202526	06/27/2025	144.000	06/27/2025	144.000	JBL1	CX07-INT-B1LP-A0	8020	144.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027627	00014	000006613537	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/21/2025	06/27/2025	240.000	0.000	240.000	06/29/2025	202526	06/27/2025	240.000	06/27/2025	240.000	JBL1	CX07-INT-B1LP-A0	8020	240.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027627	00015	000006628612	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/27/2025	06/06/2025	36.000	0.000	36.000	06/08/2025	202523	06/06/2025	36.000	06/06/2025	36.000	JBL1	CX07-INT-B1LP-A0	8020	36.000		SFG004083	AD	DIABLO 7		06/15/2025
0073027627	00016	000006628613	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/27/2025	06/27/2025	156.000	0.000	156.000	06/29/2025	202526	06/27/2025	156.000	06/27/2025	156.000	JBL1	CX07-INT-B1LP-A0	8020	156.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027627	00017	000006642932	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/06/2025	06/27/2025	1.000	0.000	1.000	06/29/2025	202526	06/27/2025	1.000	06/27/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027627	00018	000006658734	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/13/2025	06/27/2025	11.000	0.000	11.000	06/29/2025	202526	06/27/2025	11.000	06/27/2025	11.000	JBL1	CX07-INT-B1LP-A0	8020	11.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027627	00019	000006676837	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/20/2025	06/20/2025	87.000	0.000	87.000	06/22/2025	202525	06/20/2025	87.000	06/20/2025	87.000	JBL1	CX07-INT-B1LP-A0	8020	87.000		SFG004083	AD	DIABLO 7		06/22/2025
0073027627	00020	000006711319	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	04/03/2025	06/06/2025	280.000	0.000	280.000	06/08/2025	202523	06/06/2025	280.000	06/06/2025	280.000	JBL1	CX07-INT-B1LP-A0	8020	280.000		SFG004083	AD	DIABLO 7		06/15/2025
0073027627	00021	000006711320	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	04/03/2025	06/27/2025	249.000	0.000	249.000	06/29/2025	202526	06/27/2025	249.000	06/27/2025	249.000	JBL1	CX07-INT-B1LP-A0	8020	249.000		SFG004083	AD	DIABLO 7		06/22/2025
0073027628	00010	000006518834	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	06/27/2025	400.000	0.000	400.000	06/29/2025	202526	06/27/2025	400.000	06/27/2025	400.000	JBL1	CX07-INT-B1LP-A0	8020	400.000		SFG004083	AD	DIABLO 7		06/22/2025
0073027628	00011	000006535511	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	06/20/2025	69.000	0.000	69.000	06/22/2025	202525	06/20/2025	69.000	06/20/2025	69.000	JBL1	CX07-INT-B1LP-A0	8020	69.000		SFG004083	AD	DIABLO 7		06/22/2025
0073027628	00012	000006555108	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	07/04/2025	46.000	0.000	46.000	07/06/2025	202527	07/04/2025	46.000	07/04/2025	46.000	JBL1	CX07-INT-B1LP-A0	8020	46.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027628	00013	000006555110	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/27/2025	166.000	0.000	166.000	06/29/2025	202526	06/27/2025	166.000	06/27/2025	166.000	JBL1	CX07-INT-B1LP-A0	8020	166.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027628	00014	000006577863	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/27/2025	196.000	0.000	196.000	06/29/2025	202526	06/27/2025	196.000	06/27/2025	196.000	JBL1	CX07-INT-B1LP-A0	8020	196.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027628	00015	000006594795	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/13/2025	06/27/2025	417.000	0.000	417.000	06/29/2025	202526	06/27/2025	417.000	06/27/2025	417.000	JBL1	CX07-INT-B1LP-A0	8020	417.000		SFG004083	AD	DIABLO 7		06/22/2025
0073027628	00016	000006628478	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/27/2025	07/04/2025	65.000	0.000	65.000	07/06/2025	202527	07/04/2025	65.000	07/04/2025	65.000	JBL1	CX07-INT-B1LP-A0	8020	65.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027628	00017	000006642933	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/06/2025	06/20/2025	1.000	0.000	1.000	06/22/2025	202525	06/20/2025	1.000	06/20/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004083	AD	DIABLO 7		06/22/2025
0073027628	00018	000006658844	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/13/2025	06/27/2025	77.000	0.000	77.000	06/29/2025	202526	06/27/2025	77.000	06/27/2025	77.000	JBL1	CX07-INT-B1LP-A0	8020	77.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027628	00019	000006676848	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/20/2025	06/27/2025	349.000	0.000	349.000	06/29/2025	202526	06/27/2025	349.000	06/27/2025	349.000	JBL1	CX07-INT-B1LP-A0	8020	349.000		SFG004083	AD	DIABLO 7		06/22/2025
0073027629	00010	000006518835	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	06/27/2025	224.000	0.000	224.000	06/29/2025	202526	06/27/2025	224.000	06/27/2025	224.000	JBL1	CX07-INT-B1LP-A0	8020	224.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027629	00011	000006554999	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/27/2025	98.000	0.000	98.000	06/29/2025	202526	06/27/2025	98.000	06/27/2025	98.000	JBL1	CX07-INT-B1LP-A0	8020	98.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027629	00012	000006577922	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	07/11/2025	45.000	0.000	45.000	07/13/2025	202528	07/11/2025	45.000	07/11/2025	45.000	JBL1	CX07-INT-B1LP-A0	8020	45.000		SFG004083	AD	DIABLO 7		07/13/2025
0073027629	00013	000006577924	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/27/2025	2.000	0.000	2.000	06/29/2025	202526	06/27/2025	2.000	06/27/2025	2.000	JBL1	CX07-INT-B1LP-A0	8020	2.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027629	00014	000006594807	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/13/2025	06/20/2025	534.000	0.000	534.000	06/22/2025	202525	06/20/2025	534.000	06/20/2025	534.000	JBL1	CX07-INT-B1LP-A0	8020	534.000		SFG004083	AD	DIABLO 7		06/15/2025
0073027629	00015	000006628558	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/27/2025	07/04/2025	69.000	0.000	69.000	07/06/2025	202527	07/04/2025	69.000	07/04/2025	69.000	JBL1	CX07-INT-B1LP-A0	8020	69.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027629	00016	000006712395	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	04/03/2025	07/11/2025	6.000	0.000	6.000	07/13/2025	202528	07/11/2025	6.000	07/11/2025	6.000	JBL1	CX07-INT-B1LP-A0	8020	6.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027629	00017	000006712396	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	04/03/2025	06/27/2025	16.000	0.000	16.000	06/29/2025	202526	06/27/2025	16.000	06/27/2025	16.000	JBL1	CX07-INT-B1LP-A0	8020	16.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027630	00010	000006518836	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	07/04/2025	283.000	0.000	283.000	07/06/2025	202527	07/04/2025	283.000	07/04/2025	283.000	JBL1	CX07-INT-B1LP-A0	8020	283.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027630	00011	000006535455	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	07/04/2025	202.000	0.000	202.000	07/06/2025	202527	07/04/2025	202.000	07/04/2025	202.000	JBL1	CX07-INT-B1LP-A0	8020	202.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027630	00012	000006555019	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	07/04/2025	175.000	0.000	175.000	07/06/2025	202527	07/04/2025	175.000	07/04/2025	175.000	JBL1	CX07-INT-B1LP-A0	8020	175.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027630	00013	000006594808	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/13/2025	07/11/2025	11.000	0.000	11.000	07/13/2025	202528	07/11/2025	11.000	07/11/2025	11.000	JBL1	CX07-INT-B1LP-A0	8020	11.000		SFG004083	AD	DIABLO 7		07/13/2025
0073027630	00014	000006613829	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/21/2025	07/04/2025	62.000	0.000	62.000	07/06/2025	202527	07/04/2025	62.000	07/04/2025	62.000	JBL1	CX07-INT-B1LP-A0	8020	62.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027630	00015	000006628559	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/27/2025	07/11/2025	25.000	0.000	25.000	07/13/2025	202528	07/11/2025	25.000	07/11/2025	25.000	JBL1	CX07-INT-B1LP-A0	8020	25.000		SFG004083	AD	DIABLO 7		07/13/2025
0073027630	00016	000006642949	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/06/2025	07/04/2025	1.000	0.000	1.000	07/06/2025	202527	07/04/2025	1.000	07/04/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027630	00017	000006663618	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/16/2025	07/11/2025	35.000	0.000	35.000	07/13/2025	202528	07/11/2025	35.000	07/11/2025	35.000	JBL1	CX07-INT-B1LP-A0	8020	35.000		SFG004083	AD	DIABLO 7		07/13/2025
0073027630	00018	000006676908	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/20/2025	07/04/2025	197.000	0.000	197.000	07/06/2025	202527	07/04/2025	197.000	07/04/2025	197.000	JBL1	CX07-INT-B1LP-A0	8020	197.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027631	00010	000006518837	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	06/27/2025	288.000	0.000	288.000	06/29/2025	202526	06/27/2025	288.000	06/27/2025	288.000	JBL1	CX07-INT-B1LP-A0	8020	288.000		SFG004083	AD	DIABLO 7		06/22/2025
0073027631	00011	000006594537	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/13/2025	06/20/2025	130.000	0.000	130.000	06/22/2025	202525	06/20/2025	130.000	06/20/2025	130.000	JBL1	CX07-INT-B1LP-A0	8020	130.000		SFG004083	AD	DIABLO 7		06/22/2025
0073027631	00012	000006613830	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/21/2025	06/27/2025	233.000	0.000	233.000	06/29/2025	202526	06/27/2025	233.000	06/27/2025	233.000	JBL1	CX07-INT-B1LP-A0	8020	233.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027631	00013	000006712544	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	04/03/2025	06/20/2025	338.000	0.000	338.000	06/22/2025	202525	06/20/2025	338.000	06/20/2025	338.000	JBL1	CX07-INT-B1LP-A0	8020	338.000		SFG004083	AD	DIABLO 7		06/15/2025
0073027632	00010	000006518838	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	07/04/2025	243.000	0.000	243.000	07/06/2025	202527	07/04/2025	243.000	07/04/2025	243.000	JBL1	CX07-INT-B1LP-A0	8020	243.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027632	00011	000006535334	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	06/27/2025	173.000	0.000	173.000	06/29/2025	202526	06/27/2025	173.000	06/27/2025	173.000	JBL1	CX07-INT-B1LP-A0	8020	173.000		SFG004083	AD	DIABLO 7		06/29/2025
0073027632	00012	000006613809	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	02/21/2025	07/04/2025	267.000	0.000	267.000	07/06/2025	202527	07/04/2025	267.000	07/04/2025	267.000	JBL1	CX07-INT-B1LP-A0	8020	267.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027632	00013	000006642116	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/06/2025	06/27/2025	1.000	0.000	1.000	06/29/2025	202526	06/27/2025	1.000	06/27/2025	1.000	JBL1	CX07-INT-B1LP-A0	8020	1.000		SFG004083	AD	DIABLO 7		07/06/2025
0073027632	00014	000006658862	ZP50	M12	0.00	1	JBL1	SFG004083	JABIL CIRCUIT INDIA PRIVATE	03/13/2025	07/04/2025	310.000	0.000	310.000	07/06/2025	202527	07/04/2025	310.000	07/04/2025	310.000	JBL1	CX07-INT-B1LP-A0	8020	310.000		SFG004083	AD	DIABLO 7		07/06/2025
0073029685	00011	000006694543	ZP58	M12	52989.00	1000	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	03/26/2025	04/14/2025	10.000	8.000	2.000	04/20/2025	202516	04/14/2025	10.000	04/14/2025	10.000	JBL1	CX07-INT-B1LP-A0	8020	10.000		SFG613658	AD	GREMLIN 7		01/17/2025
0073036151	00010	000006534963	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	05/30/2025	1425.000	0.000	1425.000	06/01/2025	202522	05/30/2025	1425.000	05/30/2025	1425.000	JBL1	MT28942A0-YCCF-AE	8020	1425.000		SFG103498	AD	GARNET 6LX		05/11/2025
0073036151	00011	000006554897	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	04/18/2025	347.000	0.000	347.000	04/20/2025	202516	04/18/2025	347.000	04/18/2025	347.000	JBL1	MT28942A0-YCCF-AE	8020	347.000		SFG103498	AD	GARNET 6LX		04/20/2025
0073036151	00012	000006554900	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	05/02/2025	678.000	0.000	678.000	05/04/2025	202518	05/02/2025	678.000	05/02/2025	678.000	JBL1	MT28942A0-YCCF-AE	8020	678.000		SFG103498	AD	GARNET 6LX		04/27/2025
0073036151	00013	000006555204	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	05/02/2025	939.000	0.000	939.000	05/04/2025	202518	05/02/2025	939.000	05/02/2025	939.000	JBL1	MT28942A0-YCCF-AE	8020	939.000		SFG103498	AD	GARNET 6LX		04/27/2025
0073036151	00014	000006555206	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	05/02/2025	944.000	0.000	944.000	05/04/2025	202518	05/02/2025	944.000	05/02/2025	944.000	JBL1	MT28942A0-YCCF-AE	8020	944.000		SFG103498	AD	GARNET 6LX		04/27/2025
0073036151	00015	000006555207	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/13/2025	843.000	0.000	843.000	06/15/2025	202524	06/13/2025	843.000	06/13/2025	843.000	JBL1	MT28942A0-YCCF-AE	8020	843.000		SFG103498	AD	GARNET 6LX		06/15/2025
0073036151	00016	000006555208	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	05/09/2025	1810.000	0.000	1810.000	05/11/2025	202519	05/09/2025	1810.000	05/09/2025	1810.000	JBL1	MT28942A0-YCCF-AE	8020	1810.000		SFG103498	AD	GARNET 6LX		05/04/2025
0073036151	00017	000006555209	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	05/09/2025	5.000	0.000	5.000	05/11/2025	202519	05/09/2025	5.000	05/09/2025	5.000	JBL1	MT28942A0-YCCF-AE	8020	5.000		SFG103498	AD	GARNET 6LX		05/04/2025
0073036151	00018	000006555210	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	05/02/2025	4813.000	0.000	4813.000	05/04/2025	202518	05/02/2025	4813.000	05/02/2025	4813.000	JBL1	MT28942A0-YCCF-AE	8020	4813.000		SFG103498	AD	GARNET 6LX		04/27/2025
0073036151	00019	000006555211	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/13/2025	612.000	0.000	612.000	06/15/2025	202524	06/13/2025	612.000	06/13/2025	612.000	JBL1	MT28942A0-YCCF-AE	8020	612.000		SFG103498	AD	GARNET 6LX		06/22/2025
0073036151	00020	000006555212	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/20/2025	174.000	0.000	174.000	06/22/2025	202525	06/20/2025	174.000	06/20/2025	174.000	JBL1	MT28942A0-YCCF-AE	8020	174.000		SFG103498	AD	GARNET 6LX		06/29/2025
0073036151	00021	000006555213	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/06/2025	5.000	0.000	5.000	06/08/2025	202523	06/06/2025	5.000	06/06/2025	5.000	JBL1	MT28942A0-YCCF-AE	8020	5.000		SFG103498	AD	GARNET 6LX		06/08/2025
0073036151	00022	000006555214	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	05/09/2025	5.000	0.000	5.000	05/11/2025	202519	05/09/2025	5.000	05/09/2025	5.000	JBL1	MT28942A0-YCCF-AE	8020	5.000		SFG103498	AD	GARNET 6LX		05/04/2025
0073036151	00023	000006555215	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/27/2025	339.000	0.000	339.000	06/29/2025	202526	06/27/2025	339.000	06/27/2025	339.000	JBL1	MT28942A0-YCCF-AE	8020	339.000		SFG103498	AD	GARNET 6LX		07/06/2025
0073036151	00024	000006555216	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	04/25/2025	323.000	0.000	323.000	04/27/2025	202517	04/25/2025	323.000	04/25/2025	323.000	JBL1	MT28942A0-YCCF-AE	8020	323.000		SFG103498	AD	GARNET 6LX		04/27/2025
0073036151	00025	000006555217	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/27/2025	110.000	0.000	110.000	06/29/2025	202526	06/27/2025	110.000	06/27/2025	110.000	JBL1	MT28942A0-YCCF-AE	8020	110.000		SFG103498	AD	GARNET 6LX		07/06/2025
0073036151	00026	000006555219	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	05/30/2025	830.000	0.000	830.000	06/01/2025	202522	05/30/2025	830.000	05/30/2025	830.000	JBL1	MT28942A0-YCCF-AE	8020	830.000		SFG103498	AD	GARNET 6LX		05/11/2025
0073036151	00027	000006555282	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	06/27/2025	125.000	0.000	125.000	06/29/2025	202526	06/27/2025	125.000	06/27/2025	125.000	JBL1	MT28942A0-YCCF-AE	8020	125.000		SFG103498	AD	GARNET 6LX		07/06/2025
0073036151	00028	000006555286	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	04/25/2025	4.000	0.000	4.000	04/27/2025	202517	04/25/2025	4.000	04/25/2025	4.000	JBL1	MT28942A0-YCCF-AE	8020	4.000		SFG103498	AD	GARNET 6LX		04/27/2025
0073036151	00029	000006555289	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	05/09/2025	2562.000	0.000	2562.000	05/11/2025	202519	05/09/2025	2562.000	05/09/2025	2562.000	JBL1	MT28942A0-YCCF-AE	8020	2562.000		SFG103498	AD	GARNET 6LX		05/04/2025
0073036151	00030	000006577732	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/06/2025	1271.000	0.000	1271.000	06/08/2025	202523	06/06/2025	1271.000	06/06/2025	1271.000	JBL1	MT28942A0-YCCF-AE	8020	1271.000		SFG103498	AD	GARNET 6LX		06/01/2025
0073036151	00031	000006577733	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/27/2025	131.000	0.000	131.000	06/29/2025	202526	06/27/2025	131.000	06/27/2025	131.000	JBL1	MT28942A0-YCCF-AE	8020	131.000		SFG103498	AD	GARNET 6LX		07/06/2025
0073036151	00032	000006577735	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	05/02/2025	748.000	0.000	748.000	05/04/2025	202518	05/02/2025	748.000	05/02/2025	748.000	JBL1	MT28942A0-YCCF-AE	8020	748.000		SFG103498	AD	GARNET 6LX		04/27/2025
0073036151	00033	000006577737	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	04/25/2025	2140.000	0.000	2140.000	04/27/2025	202517	04/25/2025	2140.000	04/25/2025	2140.000	JBL1	MT28942A0-YCCF-AE	8020	2140.000		SFG103498	AD	GARNET 6LX		04/27/2025
0073036151	00034	000006577739	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/13/2025	477.000	0.000	477.000	06/15/2025	202524	06/13/2025	477.000	06/13/2025	477.000	JBL1	MT28942A0-YCCF-AE	8020	477.000		SFG103498	AD	GARNET 6LX		06/22/2025
0073036151	00035	000006577741	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/13/2025	208.000	0.000	208.000	06/15/2025	202524	06/13/2025	208.000	06/13/2025	208.000	JBL1	MT28942A0-YCCF-AE	8020	208.000		SFG103498	AD	GARNET 6LX		06/22/2025
0073036151	00036	000006577982	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/13/2025	264.000	0.000	264.000	06/15/2025	202524	06/13/2025	264.000	06/13/2025	264.000	JBL1	MT28942A0-YCCF-AE	8020	264.000		SFG103498	AD	GARNET 6LX		06/22/2025
0073036151	00037	000006577983	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/06/2025	1244.000	0.000	1244.000	06/08/2025	202523	06/06/2025	1244.000	06/06/2025	1244.000	JBL1	MT28942A0-YCCF-AE	8020	1244.000		SFG103498	AD	GARNET 6LX		06/01/2025
0073036151	00038	000006577984	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	05/30/2025	5.000	0.000	5.000	06/01/2025	202522	05/30/2025	5.000	05/30/2025	5.000	JBL1	MT28942A0-YCCF-AE	8020	5.000		SFG103498	AD	GARNET 6LX		05/18/2025
0073036151	00039	000006577985	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/27/2025	97.000	0.000	97.000	06/29/2025	202526	06/27/2025	97.000	06/27/2025	97.000	JBL1	MT28942A0-YCCF-AE	8020	97.000		SFG103498	AD	GARNET 6LX		07/06/2025
0073036151	00040	000006577986	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	04/18/2025	1825.000	0.000	1825.000	04/20/2025	202516	04/18/2025	1825.000	04/18/2025	1825.000	JBL1	MT28942A0-YCCF-AE	8020	1825.000		SFG103498	AD	GARNET 6LX		04/20/2025
0073036151	00041	000006577987	ZP50	M12	0.00	1	JBL1	SFG103498	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	06/13/2025	131.000	0.000	131.000	06/15/2025	202524	06/13/2025	131.000	06/13/2025	131.000	JBL1	MT28942A0-YCCF-AE	8020	131.000		SFG103498	AD	GARNET 6LX		06/29/2025
